C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:17:00

spstring~'G' & nbref>=30
------------------------

Number of objects : 3976

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|----|----
2833|HD 170512                          |PM*|18 29 27.6458733805 +07 21 35.068791640|     ~| 8.35 | 7.77 |     ~|     ~|G0                   |  35|   0
2834|HD 170174                          |RG*|18 27 54.7372445775 +06 36 00.343220689|     ~| 9.39 | 8.31 |     ~|     ~|G9IIIFe0.5:          |  56|   0
2835|HD 170231                          |RG*|18 28 00.1841336968 +06 54 51.425120573|     ~| 9.72 | 8.69 |     ~|     ~|G8IIb                |  33|   0
2836|HD 170292                          |*  |18 28 22.9731175364 +06 42 29.251591488|     ~| 9.80 | 8.77 |     ~|     ~|G6.5IIIFe-0.5CH0.5   |  32|   0
2837|V* V2612 Oph                       |EB*|18 29 13.0164899910 +06 47 13.741604009|     ~| 9.97 | 9.44 | 9.06 | 8.844|G0                   |  37|   1
2838|HD 171028                          |*  |18 32 15.4932880849 +06 56 44.685775444|     ~| 8.93 | 8.29 |     ~|     ~|G0                   |  50|   1
2839|HD 169689                          |Al*|18 25 38.7987210726 +08 01 55.231059632|     ~| 6.545| 5.665|     ~|     ~|G9II+B9V             |  98|   0
2840|BD+06 3796                         |*  |18 28 17.6378223793 +06 46 00.030849718|     ~| 9.96 | 8.98 |     ~|     ~|G6IIIbFe-1           |  31|   0
2841|* 62 Ser                           |SB*|18 55 27.4615126519 +06 36 55.149929868|     ~| 6.604| 5.566|     ~|     ~|G9III                |  62|   0
2842|4U 1908+075                        |HXB|19 10 48.2141670291 +07 35 51.715745251|     ~|     ~|     ~|     ~|     ~|O7.5-9.5sg           | 103|   0
2843|HD 184152                          |PM*|19 32 54.2417813750 +07 24 16.010239345|     ~|10.18 | 9.40 | 9.33 |     ~|G5V                  |  30|   0
2844|V* V417 Aql                        |EB*|19 35 24.1195541620 +05 50 17.659050699|     ~|11.23 |10.63 |     ~|     ~|G0V+F9V              | 110|   0
2845|BD+05 4314                         |PM*|19 51 49.6044701895 +05 36 45.901004947|     ~|11.46 |     ~|10.8  |     ~|G5                   |  48|   0
2846|* bet Aql                          |PM*|19 55 18.7925630 +06 24 24.342501      | 5.040| 4.560| 3.710| 3.05 | 2.56 |G8IV                 | 514|   0
2847|HD 188914                          |** |19 57 19.4706799386 +05 12 45.023408801|     ~| 9.11 | 8.54 |     ~|     ~|G1V                  |  36|   1
2848|HD 189044                          |*  |19 58 02.77933 +04 56 08.7792          |     ~| 9.40 | 8.70 |     ~|     ~|G5                   |  46|   1
2849|HD 192343                          |PM*|20 14 09.1788201703 +06 34 37.967942605|     ~| 8.66 | 8.02 |     ~|     ~|G4V                  |  42|   0
2850|HD 192344                          |PM*|20 14 09.7717712888 +06 35 20.316965379|     ~| 8.37 | 7.70 |     ~|     ~|G4IV                 |  50|   0
2851|BD+05 4481                         |PM*|20 20 24.5610079799 +06 01 52.824941814|     ~|10.75 |     ~|10.8  |     ~|G4                   |  56|   0
2852|HD 194013                          |*  |20 23 10.6937478862 +05 20 34.724266275|     ~| 6.279| 5.301|     ~|     ~|G8III-IV             |  87|   0
2853|HD 195633                          |PM*|20 32 23.9917031781 +06 31 03.251333868| 9.05 | 9.03 | 8.52 |     ~|     ~|G0Vw                 | 126|   0
2854|HD 199223                          |** |20 55 40.67814 +04 31 57.7969          |     ~| 6.87 | 6.05 |     ~|     ~|K0III+F/G            |  40|   0
2855|HD 133600                          |PM*|15 05 13.2481747000 +06 17 23.691579336|     ~|     ~|     ~| 7.8  |     ~|G0                   |  40|   0
2856|G 137-11                           |PM*|15 30 41.7658108145 +08 23 40.490842884|     ~|12.00 |11.43 |10.6  |     ~|G4                   |  46|   0
2857|BD+08 3095                         |PM*|15 50 58.9335540844 +08 25 23.722428557|     ~|10.60 |     ~| 9.8  |     ~|G2                   |  71|   0
2858|* lam Ser                          |PM*|15 46 26.6144291449 +07 21 11.041647444| 5.13 | 5.03 | 4.42 | 3.92 | 3.60 |G0-V                 | 535|   0
2859|HD 154144                          |PM*|17 03 25.5093222160 +09 01 28.493124783|     ~| 8.77 | 8.17 |     ~|     ~|G0                   |  30|   0
2860|V* V2369 Oph                       |Ro*|17 17 34.6878073 +10 24 58.911792      |     ~| 9.19 | 8.474|     ~| 7.615|G5                   |  31|   0
2861|HD 156968                          |PM*|17 20 11.6233573873 +09 27 39.434915247|     ~| 8.57 |     ~| 7.6  |     ~|G0V                  |  38|   0
2862|HD 159909                          |PM*|17 36 50.2018072880 +10 34 28.314051497|     ~| 7.97 | 7.27 |     ~|     ~|G5                   |  52|   1
2863|* 71 Oph                           |*  |18 07 18.3588843509 +08 44 01.918091638|     ~| 5.592| 4.640|     ~|     ~|G8III                | 162|   0
2864|HD 168499                          |** |18 19 40.1150943 +10 16 17.350013      |     ~| 8.82 |     ~| 7.9  |     ~|G0                   |  52|   0
2865|HD 169822                          |SB*|18 26 10.0892926230 +08 46 39.282248976|     ~| 8.52 |     ~| 7.4  |     ~|G6V                  |  94|   0
2866|HD 182296                          |*  |19 23 38.7254589157 +08 39 36.004989137|     ~| 8.34 | 7.06 |     ~|     ~|G3Ib                 |  38|   0
2867|HD 183263                          |*  |19 28 24.5715522357 +08 21 29.004325092|     ~| 8.51 | 7.86 |     ~|     ~|G2IV                 |  99|   1
2868|V* OO Aql                          |EB*|19 48 12.6527583988 +09 18 32.374120037|     ~|10.26 | 9.49 |     ~| 8.762|G5V                  | 215|   1
2869|HD 187897                          |PM*|19 52 09.3864855855 +07 27 36.160166614|     ~| 7.75 | 7.13 |     ~|     ~|G5                   |  77|   0
2870|* ksi Aql                          |** |19 54 14.8820884109 +08 27 41.227187849|     ~| 5.759| 4.707|     ~|     ~|G9.5IIIb             | 126|   1
2871|HD 195090                          |** |20 29 02.54337 +07 09 29.1772          |     ~| 9.49 | 8.86 |     ~|     ~|G0                   |  39|   1
2872|HD 132756                          |SB*|15 00 34.9952265484 +08 36 00.630769172|     ~| 8.01 |     ~| 6.8  |     ~|G0                   |  47|   0
2873|HD 138573                          |PM*|15 32 43.6531754309 +10 58 05.879783892|     ~|     ~|     ~| 6.8  |     ~|G5IV-V               |  73|   0
2874|HD 137723                          |** |15 27 18.0691564177 +09 42 00.268915319|     ~| 8.507| 7.934|     ~|     ~|G0                   |  43|   0
2875|HD 144515                          |RS*|16 05 53.4697672013 +10 41 06.745215611| 9.35 | 9.06 | 8.397| 7.8  | 7.363|G8V                  |  90|   0
2876|HD 145229                          |PM*|16 09 26.6276341871 +11 34 28.047846746|     ~| 8.03 | 7.44 |     ~|     ~|G0                   |  63|   0
2877|HD 149028                          |PM*|16 31 37.0744122593 +12 25 17.569691453|     ~| 9.23 | 8.49 |     ~|     ~|GV                   |  30|   0
2878|V* V2357 Oph                       |WU*|16 57 16.7622531534 +10 59 51.393279512|     ~|11.38 |10.48 |     ~|     ~|G5V                  |  35|   0
2879|V* V508 Oph                        |WU*|17 58 48.6178959241 +13 29 46.282169772|     ~|11.25 |10.65 |     ~|     ~|G5                   |  98|   0
2880|HD 163441                          |PM*|17 55 45.3496931214 +11 48 14.262712631|     ~| 9.10 | 8.44 |     ~|     ~|G5                   |  39|   0
2881|HD 171067                          |PM*|18 32 10.4644644449 +13 44 11.631045018|     ~|     ~|     ~| 6.8  |     ~|G6V                  |  65|   0
2882|HD 170469                          |PM*|18 29 10.9812401099 +11 41 43.798483675|     ~| 8.86 | 8.18 |     ~|     ~|G5                   |  66|   1
2883|V* BB Her                          |cC*|18 45 54.1034570780 +12 20 10.110074314|     ~|11.1  |10.02 |     ~|     ~|G5                   |  80|   0
2884|* b Aql                            |PM*|19 24 58.2002406780 +11 56 39.882312617| 6.35 | 5.93 |     ~| 4.7  |     ~|G7IVHdel1            | 456|   0
2885|HD 183341                          |*  |19 28 46.3871698336 +11 01 37.139209579|     ~| 8.06 | 7.44 |     ~|     ~|G5                   |  49|   0
2886|HD 184592                          |PM*|19 34 55.6180959392 +11 25 26.761968065|     ~| 8.62 |     ~| 7.5  |     ~|G5                   |  32|   0
2887|HD 185018                          |*  |19 36 52.4550012728 +11 16 23.508603510|     ~| 6.834| 5.975|     ~|     ~|G0Ib-II              |  62|   0
2888|* chi Aql                          |** |19 42 34.00828 +11 49 35.7023          | 5.880| 5.870| 5.310|     ~|     ~|G2Ib+B5.5            |  60|   0
2889|* pi. Aql                          |** |19 48 42.0576531 +11 48 57.217672      | 6.520| 6.230| 5.740| 6.58 |     ~|G8III+A3V            |  66|   0
2890|HD 187923                          |PM*|19 52 03.4385267268 +11 37 41.972536021|     ~| 6.78 |     ~| 5.8  |     ~|G0V                  | 183|   0
2891|HD 188510                          |PM*|19 55 09.6783577203 +10 44 27.395091177| 9.30 | 9.41 |     ~| 8.5  |     ~|G5V:                 | 233|   0
2892|* kap Del                          |PM*|20 39 07.7860368187 +10 05 10.279480343|     ~| 5.77 |     ~| 4.6  |     ~|G2IV                 | 183|   0
2893|CCDM J15432+1340AB                 |** |15 43 10.53033 +13 40 03.6178          | 7.890| 7.380| 6.500|     ~|     ~|G5III                |  60|   1
2894|HD 139862                          |*  |15 40 10.3467002454 +12 03 10.559516872|     ~| 7.193| 6.215|     ~|     ~|G7.5IIIaFe-0.5       |  42|   0
2895|* 39 Ser                           |SB*|15 53 12.0969759597 +13 11 47.842699872| 6.72 | 6.71 | 6.12 | 5.58 | 5.23 |G1VFe-1              | 177|   0
2896|* 49 Ser A                         |** |16 13 18.4498312030 +13 31 36.847532114|     ~|     ~|     ~| 6.9  |     ~|G9V                  | 105|   0
2897|* 49 Ser B                         |SB*|16 13 18.4208913201 +13 31 40.965138261|     ~|     ~|     ~| 6.9  |     ~|G9V                  |  80|   0
2898|* 49 Ser                           |** |16 13 18.45242 +13 31 36.8653          |     ~| 7.5  | 7.7  |     ~|     ~|G9V+G9V              |  41|   0
2899|HD 154160                          |PM*|17 03 10.4447472881 +14 30 40.826588874| 7.750| 7.300|     ~| 6.1  |     ~|G5IV:                |  53|   0
2900|* alf Her B                        |SB*|17 14 39.1724224693 +14 23 24.008038035|     ~| 6.030| 5.322|     ~|     ~|G5III+F2V:           | 132|   1
2901|* alf Her                          |** |17 14 38.85818 +14 23 25.2262          |     ~| 4.51 | 3.06 |     ~|     ~|M5Ib-II+G5III+F2V:   | 189|   0
2902|HD 156342                          |** |17 16 33.1777106825 +14 40 26.470882079|     ~| 8.91 | 8.28 |     ~|     ~|G5                   |  34|   1
2903|HD 164507                          |PM*|18 00 57.2706513380 +15 05 36.786995093|     ~| 7.015| 6.280|     ~|     ~|G5IV                 |  51|   0
2904|HIP 89023                          |** |18 10 08.72793 +16 28 35.7059          | 6.930| 6.680| 6.100|     ~|     ~|G8III+B9.5/A0:       |  68|   0
2905|BD+15 3364                         |PM*|18 07 18.6144328956 +15 56 45.573932943|     ~| 9.27 |     ~| 8.2  |     ~|G6                   |  46|   0
2906|BD+14 3507                         |*  |18 22 54.8365836 +14 58 11.327961      |     ~| 9.12 | 8.54 |     ~|     ~|G0                   |  35|   1
2907|HD 169359                          |PM*|18 23 47.0615184801 +14 54 27.806761067|     ~| 8.37 | 7.80 |     ~|     ~|G0                   |  34|   0
2908|HD 171994                          |PM*|18 37 09.0599594126 +16 11 53.861767227|     ~| 7.212| 6.307|     ~|     ~|G8IV                 |  39|   0
2909|HD 172246                          |** |18 38 36.70458 +16 32 27.2794          |     ~| 8.31 | 7.74 |     ~|     ~|G5                   |  60|   1
2910|HD 176733                          |PM*|19 01 06.3620595445 +15 41 01.412454683|     ~|     ~|     ~| 7.4  |     ~|G5V                  |  35|   0
2911|HD 177082                          |PM*|19 02 38.0428804252 +14 34 01.421588764|     ~| 7.50 |     ~| 6.5  |     ~|G0V                  |  36|   0
2912|HD 179784                          |*  |19 13 15.3828713033 +15 02 08.280268124|     ~| 8.045| 6.685|     ~|     ~|G5Ib                 |  33|   0
2913|IRAS 19130+1459                    |*  |19 15 20.0904207864 +15 05 01.143349827|     ~| 6.621| 5.571|     ~|     ~|G8II-III             |  84|   0
2914|HD 196201                          |PM*|20 35 26.2321510091 +11 21 25.657465148|     ~|     ~|     ~| 8.0  |     ~|G8                   |  47|   0
2915|HD 197683                          |*  |20 45 00.24434 +12 43 36.2718          |     ~| 8.57 | 8.13 |     ~|     ~|G                    |  67|   0
2916|* 18 Del                           |PM*|20 58 25.9336470966 +10 50 21.426095258|     ~| 6.432| 5.506|     ~|     ~|G6III                |  73|   1
2917|HD 136925                          |PM*|15 22 52.0681330515 +13 21 59.142714719|     ~|     ~|     ~| 7.5  |     ~|G0                   |  47|   0
2918|* tau06 Ser                        |*  |15 40 59.1003707995 +16 01 28.527761722|     ~| 6.896| 5.991|     ~|     ~|G8III                |  57|   0
2919|HD 142093                          |PM*|15 52 00.5525101850 +15 14 09.324379979|     ~| 7.89 | 7.33 |     ~|     ~|G2V                  |  38|   0
2920|* kap Her A                        |*  |16 08 04.5256364354 +17 02 49.117453521|     ~| 5.927| 4.994|     ~|     ~|G7III                | 131|   0
2921|HD 145648                          |*  |16 11 28.80761 +15 07 25.3507          |     ~| 9.47 | 9.00 |     ~|     ~|G5                   |  37|   1
2922|HD 147750                          |PM*|16 23 06.0605376309 +17 28 07.660974005|     ~| 9.18 |     ~| 8.0  |     ~|G0                   |  41|   0
2923|HD 148317                          |*  |16 26 39.2053908692 +15 58 21.495641449|     ~| 7.32 | 6.69 |     ~|     ~|G0III                |  42|   0
2924|HD 154276                          |PM*|17 03 49.1524145388 +17 11 21.078951491| 9.90 | 9.80 |     ~| 8.7  |     ~|G1                   |  61|   0
2925|HD 159063                          |*  |17 31 54.1132227449 +16 49 26.445595001|     ~| 7.51 | 6.98 |     ~|     ~|G0V                  |  45|   0
2926|V* AW Her                          |RS*|18 25 38.7221269349 +18 17 40.207883327|     ~|10.52 | 9.69 | 7.94 | 8.537|G0                   |  78|   0
2927|V* V889 Her                        |BY*|18 34 20.1030244573 +18 41 24.234582456|     ~| 8.00 | 7.449|     ~| 6.720|G2V                  | 119|   0
2928|HD 178428                          |SB*|19 07 57.3202463316 +16 51 12.185570430|     ~| 6.77 |     ~| 5.6  |     ~|G4.5V                | 172|   0
2929|HD 179558                          |SB*|19 12 27.5176375655 +16 51 00.717269193|     ~| 8.70 |     ~| 7.5  |     ~|G5V                  |  40|   0
2930|HD 231683                          |** |19 31 37.80666 +17 46 58.6355          |     ~|     ~|     ~| 8.76 |     ~|G2V                  |  34|   0
2931|* bet Sge                          |*  |19 41 02.9395379214 +17 28 33.750643683| 6.33 | 5.43 | 4.38 | 3.66 | 3.16 |G8IIIaCN0.5          | 150|   0
2932|* eps Sge                          |*  |19 37 17.3932393762 +16 27 46.087116024|     ~| 6.663| 5.659|     ~|     ~|G8IIIv               |  43|   0
2933|PN A66 63                          |PN |19 42 10.2896210362 +17 05 14.458035229|     ~|     ~|     ~|     ~|     ~|sdO+G:               | 194|   1
2934|* 14 Sge                           |SB*|20 03 30.0151873971 +16 01 52.506453415| 5.39 | 5.550| 5.658|     ~|     ~|B9pHgMn              | 127|   0
2935|HD 191499                          |** |20 09 34.30429 +16 48 20.7457          | 8.825| 8.372| 7.515| 7.033| 6.571|G9V                  |  39|   0
2936|V* V1423 Aql                       |RS*|20 08 26.9600499113 +15 40 29.874625617|     ~| 8.59 | 7.89 |     ~|     ~|G2VCaII(e)           |  39|   0
2937|HD 133161                          |PM*|15 02 33.0620968467 +16 03 18.287898204|     ~| 7.61 |     ~| 6.6  |     ~|G2V                  |  55|   0
2938|V* OU Ser                          |WU*|15 22 43.4748217702 +16 15 40.734251770|     ~| 8.84 | 8.266| 7.8  | 7.494|G1                   |  74|   0
2939|* r Her                            |SB*|16 01 14.3106662541 +17 49 06.083083740|     ~|     ~|     ~| 4.5  |     ~|G8IIIb               |  78|   0
2940|HD 146588                          |PM*|16 16 14.5824867163 +19 31 29.174198346|     ~|     ~|     ~| 7.5  |     ~|G0                   |  30|   0
2941|* s Her                            |PM*|16 30 33.5485765867 +20 28 45.068186901|     ~| 6.484| 5.243|     ~|     ~|G8.5IIICN-2CH-1Fe-1  | 125|   0
2942|HD 150933                          |*  |16 43 30.0956679614 +20 42 58.008399816|     ~| 7.74 | 7.17 |     ~|     ~|G2V                  |  36|   0
2943|HD 152815                          |PM*|16 54 55.1701863320 +20 57 30.569178054|     ~| 6.351| 5.387|     ~|     ~|G8III                |  67|   0
2944|HD 161198                          |SB*|17 43 15.6719436218 +21 36 33.482802745|     ~| 8.27 |     ~| 7.0  |     ~|G9V                  | 109|   0
2945|HD 162076                          |*  |17 48 24.7679845790 +20 33 55.588591489|     ~| 6.642| 5.687|     ~|     ~|G5IV                 |  79|   0
2946|V* MM Her                          |RS*|17 58 38.5192261661 +22 08 46.786202620|     ~| 9.24 | 9.563| 8.01 | 8.574|G0                   | 128|   0
2947|HD 165590                          |EB*|18 05 49.6819035061 +21 26 45.389410339|     ~|     ~|     ~|     ~|     ~|G0V+G5V              | 220|   0
2948|HD 170829                          |SB*|18 30 41.6503263452 +20 48 54.168983544|     ~| 7.29 |     ~| 6.0  |     ~|G8V                  |  68|   0
2949|HD 349063                          |PM*|18 38 34.6761873761 +20 37 37.742481830|10.04 | 9.96 | 9.32 | 8.76 | 8.40 |G0                   |  33|   0
2950|V* V535 Her                        |a2*|18 45 35.6181431048 +21 59 04.845813798|     ~| 6.524| 6.522|     ~|     ~|A1VpSiHgMn           | 145|   0
2951|* 112 Her                          |SB*|18 52 16.4285169231 +21 25 30.505805624| 4.83 | 5.304| 5.393|     ~|     ~|B9pHg                | 192|   0
2952|HD 176972                          |*  |19 01 53.15833 +19 10 11.6983          |     ~| 8.47 | 7.88 |     ~|     ~|G5                   |  34|   1
2953|HD 230409                          |PM*|19 00 43.3340149571 +19 04 28.416914989|     ~|10.78 |     ~| 9.6  |     ~|G0                   |  74|   0
2954|HD 182335                          |PM*|19 23 24.6912426911 +20 34 07.607847339|     ~| 8.47 |     ~| 7.6  |     ~|G2IVw                |  30|   0
2955|* alf Sge                          |*  |19 40 05.7918540977 +18 00 50.004597761| 5.59 | 5.16 | 4.38 | 3.79 | 3.40 |G1II                 | 197|   0
2956|* 15 Sge                           |PM*|20 04 06.2209062328 +17 04 12.677429047|     ~| 6.390| 5.788| 5.4  |     ~|G0V                  | 339|   0
2957|V* QY Sge                          |LP*|20 07 54.6188178294 +18 42 54.520818409|     ~|12.57 |     ~|     ~|     ~|G0Ie                 |  49|   0
2958|V* R Sge                           |RV*|20 14 03.7424293833 +16 43 35.028513796|     ~|10.17 | 9.20 |     ~|     ~|G8Ib                 |  79|   0
2959|BD+18 2976                         |SB*|15 07 24.2861931569 +17 26 58.226145598|     ~|10.69 | 9.88 |     ~|     ~|G0                   |  32|   0
2960|HD 135101B                         |PM*|15 12 43.7765882565 +19 17 32.778650241|     ~| 8.26 |     ~| 6.8  |     ~|G7V                  |  85|   0
2961|HD 135101                          |PM*|15 12 43.4807787593 +19 17 09.741336182|     ~| 7.36 |     ~| 6.2  |     ~|G5V_Fe-0.9           | 147|   0
2962|HD 136923                          |PM*|15 22 46.8339041095 +18 55 08.259017204| 8.315| 7.932| 7.123| 6.697| 6.302|G9V                  |  71|   0
2963|HD 137510                          |PM*|15 25 53.2707121018 +19 28 50.529629119|     ~| 6.872| 6.241|     ~|     ~|G0IV-V               |  96|   0
2964|V* LX Ser                          |NL*|15 38 00.0940371086 +18 52 03.246645222|     ~|     ~|15.06 |     ~|     ~|G8V                  | 131|   0
2965|Ross 530                           |** |16 19 51.6622658589 +22 38 20.320864922|     ~|12.23 |11.49 |11.46 |     ~|sdG2                 |  53|   0
2966|HD 147266                          |PM*|16 20 04.2754435099 +21 07 57.406074262|     ~| 6.979| 6.038|     ~|     ~|G8III                |  52|   0
2967|* bet Her                          |SB*|16 30 13.1995466 +21 29 22.600778      | 4.39 | 3.70 | 2.77 | 2.13 | 1.65 |G7IIIaFe-0.5         | 306|   0
2968|BD+23 3130                         |Pe*|17 32 41.6248195623 +23 44 11.624030553|     ~|     ~|     ~| 8.6  |     ~|G0III                | 116|   0
2969|V* LV Her                          |Al*|17 35 32.4058769882 +23 10 30.504139569|     ~|11.67 |10.97 |     ~|     ~|G5                   |  40|   0
2970|* 84 Her                           |PM*|17 43 21.5646072179 +24 19 40.157353689|     ~| 6.394| 5.729|     ~|     ~|G2IIIb               | 135|   0
2971|HD 163077                          |** |17 53 18.60074 +24 59 29.0279          |     ~|     ~|     ~| 8.57 |     ~|G8V+G9V              |  60|   0
2972|HD 163840                          |SB*|17 57 14.3391768182 +23 59 44.647993135|     ~| 6.965| 6.323|     ~|     ~|G2V+K2V              | 110|   0
2973|HD 171745                          |** |18 35 30.39678 +23 36 19.9065          |     ~|     ~|     ~|     ~|     ~|G8III                |  99|   0
2974|* 113 Her                          |SB*|18 54 44.8822641868 +22 38 42.278040695| 5.88 | 5.38 | 4.60 | 3.96 | 3.50 |G8III+:+A0.5         |  89|   0
2975|V* V406 Vul                        |HXB|18 58 41.580 +22 39 29.40              |15.00 |15.65 |15.31 |     ~|     ~|G5V-K0V              | 321|   0
2976|HD 184385                          |PM*|19 33 25.5526152975 +21 50 25.174167706| 7.970| 7.630| 6.880| 6.468| 6.098|G8V                  |  87|   0
2977|Hen 1-5                            |pA*|20 11 56.06832 +20 20 04.4916          |11.41 |10.66 | 9.45 |     ~|     ~|G8/K0Iae             | 489|   1
2978|HD 194035                          |PM*|20 22 45.0155221908 +19 50 59.989548669|     ~| 7.86 | 7.13 |     ~|     ~|G5                   |  38|   0
2979|HD 195019                          |PM*|20 28 18.6366531368 +18 46 10.179936391| 7.730|     ~|     ~| 6.5  |     ~|G1V                  | 230|   1
2980|HD 136138                          |SB*|15 18 24.5070958257 +20 34 21.963943235|     ~| 6.655| 5.686|     ~|     ~|G8IIIa               |  73|   0
2981|V* AU Ser                          |WU*|15 56 49.4688123911 +22 16 01.590194012|     ~|11.76 |11.04 |10.93 |     ~|G4V                  |  93|   0
2982|* 56 Her                           |*  |16 55 02.1610933564 +25 43 50.451250113|     ~| 6.993| 6.064|     ~|     ~|G5III                |  48|   0
2983|* mu.01 Her                        |** |17 46 27.5266778 +27 43 14.437984      | 4.56 | 4.17 | 3.42 | 2.89 | 2.51 |G5IV                 | 653|   0
2984|HD 164922                          |PM*|18 02 30.8624729311 +26 18 46.803383047|     ~| 7.79 |     ~| 6.5  |     ~|G9V                  | 182|   1
2985|HD 168874                          |PM*|18 20 49.2480496160 +27 31 49.277511389|     ~| 7.62 | 7.00 |     ~|     ~|G2IV                 |  43|   0
2986|HD 170737                          |SB*|18 29 54.1033084231 +26 39 26.406770362| 9.25 | 8.90 | 8.08 |     ~|     ~|G8III-IV             |  66|   0
2987|HD 171232                          |*  |18 32 35.9370527761 +25 29 22.095932484| 8.950| 8.330| 7.430|     ~|     ~|G8III                |  32|   0
2988|HD 183864                          |SB*|19 30 37.3395819287 +25 07 14.941765332|     ~| 8.556| 7.369|     ~|     ~|G2Ib-IIa             |  36|   1
2989|HD 187299                          |SB*|19 48 21.5922922776 +25 00 34.381457272|10.41 | 8.87 | 7.25 | 6.03 | 5.24 |G8Ib+B6/9V           |  85|   0
2990|HD 189067                          |PM*|19 57 19.7792964764 +24 05 17.360659410| 7.920| 7.800|     ~| 6.8  |     ~|G2V                  |  40|   0
2991|HD 345957                          |PM*|20 10 48.1626273226 +23 57 54.507927464|     ~| 9.36 |     ~| 8.6  |     ~|G0V:                 | 130|   0
2992|* 22 Vul                           |Al*|20 15 30.2380607842 +23 30 32.032946807|     ~| 6.192| 5.176|     ~|     ~|G3Ib-II              | 196|   0
2993|HD 194577                          |*  |20 25 40.5291483244 +21 24 34.710946033|     ~| 6.603| 5.672|     ~|     ~|G6III                |  36|   0
2994|HD 195034                          |PM*|20 28 11.8155584127 +22 07 44.367004336|     ~|     ~|     ~| 6.7  |     ~|G5                   |  69|   0
2995|V* LT Del                          |Sy*|20 35 57.2353984617 +20 11 27.504214453|     ~|     ~|     ~|     ~|     ~|G6III                |  96|   1
2996|HD 197076                          |PM*|20 40 45.1407864181 +19 56 07.928511642| 7.14 | 7.06 | 6.44 | 5.95 | 5.61 |G5V                  | 221|   0
2997|V* LS Del                          |WU*|20 57 10.2862992640 +19 38 59.243423876|     ~| 9.178| 8.722| 8.3  | 8.054|G5                   |  63|   0
2998|HD 134063                          |*  |15 07 15.4403516552 +22 33 51.697709230|     ~| 8.71 | 7.80 |     ~|     ~|G5III                |  30|   0
2999|HD 139749                          |** |15 39 02.62266 +25 44 47.0089          |     ~| 8.79 | 8.24 |     ~|     ~|G0V                  |  59|   1
3000|* del CrB                          |RS*|15 49 35.6468905541 +26 04 06.203245322| 5.80 | 5.43 | 4.63 | 4.00 | 3.58 |G5III-IVFe-1         | 193|   0
3001|HD 141690                          |EB*|15 49 32.9198893436 +25 27 36.721836561|     ~| 9.26 | 8.66 |     ~|     ~|G0IV                 |  46|   0
3002|HD 144287                          |SB*|16 04 03.6358576495 +25 15 17.167593790|     ~| 7.873| 7.101| 6.6  |     ~|G8+V                 | 152|   0
3003|ClG 1621+26                        |ClG|16 23 35.7 +26 33 50                   |     ~|     ~|     ~|     ~|     ~|G0V                  | 133|   0
3004|HD 152380                          |** |16 51 50.09664 +28 39 59.0153          |     ~| 7.11 | 6.65 |     ~|     ~|F4V+G3V              |  89|   0
3005|HD 157358                          |SB*|17 21 31.2427175545 +28 45 29.087620369|     ~| 7.123| 6.397|     ~|     ~|G0IVHdel-1           |  43|   0
3006|* ksi Her                          |LP*|17 57 45.8857114 +29 14 52.367509      | 5.34 | 4.64 | 3.70 | 3.01 | 2.55 |G8.5III              | 224|   0
3007|HD 164595                          |PM*|18 00 38.8946598123 +29 34 18.922470861|     ~| 7.72 |     ~| 6.7  |     ~|G2V                  |  84|   0
3008|* b Her                            |SB*|18 07 01.53971 +30 33 43.6896          | 5.52 | 5.59 | 5.07 | 4.61 | 4.28 |F7VgF7mF5            | 417|   0
3009|HD 166435                          |PM*|18 09 21.3817906855 +29 57 06.165674208|     ~| 7.457| 6.829|     ~|     ~|G1IV                 | 169|   0
3010|V* V815 Her                        |RS*|18 08 16.0466708534 +29 41 28.298657106|     ~| 8.40 | 7.70 |     ~|     ~|G5                   | 131|   0
3011|HD 172865                          |SB*|18 41 16.3660970 +30 17 40.672294      |     ~| 7.775| 6.958| 7.79 |     ~|G5III-IV             |  82|   0
3012|HD 172310                          |PM*|18 38 16.1083697596 +28 55 31.526691255|     ~| 9.12 |     ~| 8.0  |     ~|G5V                  |  57|   0
3013|PN K 3-27                          |PN |19 14 29.973 +28 40 45.49              |     ~|     ~|     ~|     ~|     ~|G0:                  |  40|   0
3014|V* EP Lyr                          |pA*|19 18 19.5565673262 +27 51 03.077324082|     ~|11.22 | 9.96 |10.14 |     ~|G2II                 |  77|   1
3015|HD 185269                          |PM*|19 37 11.7410773820 +28 29 59.502459125|     ~| 7.266| 6.669| 7.46 |     ~|G2V                  |  82|   1
3016|HD 187237                          |PM*|19 48 00.8812665154 +27 52 10.303035275|     ~| 7.51 |     ~| 6.5  |     ~|G2IV-V               |  66|   0
3017|HD 187462                          |PM*|19 49 08.5657684833 +27 43 54.094146489|     ~| 7.51 |     ~| 6.6  |     ~|G0IV                 |  30|   0
3018|* 10 Vul                           |*  |19 43 42.9162913040 +25 46 18.831047686|     ~| 6.433| 5.497|     ~|     ~|G8III                |  80|   0
3019|HD 190605                          |PM*|20 04 55.1448803598 +26 03 15.195307661|     ~| 8.35 |     ~| 7.3  |     ~|G6                   |  30|   0
